"Speaker Name","Start Time","End Time","Text"
"Dietmar","00:31:12:21","00:31:19:14","Dann haben wir das korrigiert: Im Plan! Im CAD-Modell! In Realität! Eingebaut! Weitergemacht..."
"Dietmar","00:31:19:41","00:31:28:16","Oder ein sogenannter Schiebefehler, weil einfach der Impuls nicht weit genug war, das gab es auch. Die waren schwieriger, die Fälle, weil da wusstest du, der kann wiederkommen!"
"Dietmar","00:31:28:16","00:31:35:38","Dann war die Idee, diese Art von Rechenoperationen zu vermeiden, oder diese Art von... Wie gesagt, wir hatten Programme, die waren anfälliger als andere Programme."
"Dietmar","00:31:35:38","00:31:39:22","Das ist einfach das Thema Addition des Spiels!"
"Michael","00:31:39:22","00:31:43:34","Genau, und jetzt wo wir gerade bei dem Thema sind..."
"Michael","00:31:43:34","00:31:47:30","Was mich noch interessieren würde, wäre so der Arbeitsablauf, also im Prinzip:"
"Michael","00:31:47:30","00:31:49:45","Konrad Zuse hatte im Kopf die Logik."
"Dietmar","00:31:49:45","00:31:50:10","Ja!"
"Michael","00:31:50:21","00:31:54:27","So! Und das hat er in irgendeine Syntax verpackt, die er selber wahrscheinlich erfunden hat, oder...?"
"Dietmar","00:31:54:36","00:31:55:37","Ja, muss er!"
"Dietmar","00:31:55:37","00:31:56:27","Gab es ja nichts zu der Zeit..."
"Michael","00:31:56:27","00:31:57:33"," Irgendwelche Logik Schaltungen?"
"Dietmar","00:31:57:33","00:31:58:02","Ganz genau!"
"Michael","00:31:58:02","00:32:03:30","Und... die wurden dann von euch genommen? Oder von Uschi in dem Fall wahrscheinlich meistens dann...?"
"Michael","00:32:03:30","00:32:04:34","Ja, ja!"
"Michael","00:32:04:34","00:32:07:31","Und wurden übersetzt in diese Blechausfräsungen..."
"Dietmar","00:32:07:31","00:32:09:21","Genau! Ja, so kann man es sagen!"
"Michael","00:32:09:27","00:32:12:10","Und die Uschi hat das irgendwie gelernt, wie man das übersetzen kann?"
"Dietmar","00:32:13:00","00:32:17:45","Genau, also wir haben ja beide über den Plänen gehangen... Haben versucht zu verstehen, was meint er denn damit? Diese Symbolik."
"Dietmar","00:32:18:06","00:32:22:28","Das haben wir in unserer Diplomarbeit auch beschrieben: Welches Symbol entspricht welchem Schaltblech?"
"Michael","00:32:22:28","00:32:22:42","Ah, okay!"
"Dietmar","00:32:22:42","00:32:27:33","Das haben wir auch dokumentiert, das ist wirklich dokumentiert! Und daraus abgeleitet..."
"Dietmar","00:32:27:33","00:32:33:45","Die Schwierigkeit war immer die: Wenn du so einen Schaltplan gesehen hast: Stimmen die Takte auch? Kann der in dem Augenblick überhaupt hier..."
"Dietmar","00:32:33:45","00:32:40:13","Zum Beispiel das jetzt, jetzt geht es nicht! Erst wenn das Blech hier ist, geht der Schaltvorgang. Und das musst du auf den Schaltplänen erkennen!"
"Dietmar","00:32:40:13","00:32:44:03","Weil es gab immer römische Ziffern: Takt II, Takt III, Takt IV."
"Dietmar","00:32:44:03","00:32:50:45","Und das war kompliziert, anhand der Schaltpläne zu erkennen: Da hoppla, das kann ja gar nicht gehen! Da ist das Blech ja noch auf der Seite!"
"Dietmar","00:32:50:45","00:32:54:24","Und das... hat Uschi einfach gut gemacht!"
"Dietmar","00:32:54:24","00:32:55:49","Und dann kam..."
"Dietmar","00:32:55:49","00:32:57:28","Wenn wir das hatten, die Logik..."
"Dietmar","00:32:57:28","00:33:01:14","Und er hat auch Fehler korrigiert! Zuse kam mit dem neuen Plan..."
"Dietmar","00:33:01:14","00:33:04:28","Daraus abgeleitet haben wir dann die CAD-Bleche, konstruiert!"
"Michael","00:33:04:28","00:33:06:00","Also das wäre dann der Schritt drei..."
"Dietmar","00:33:06:00","00:33:06:26","Schritt drei!"
"Michael","00:33:06:26","00:33:08:40","Also, das habt ihr erst mal auf dem Papier gemacht, oder?"
"Dietmar","00:33:08:41","00:33:10:07","Ja, ich bleib da am Rechner!"
"Dietmar","00:33:10:07","00:33:16:37","Ich habe da dann am Computer gesessen mit dem CAD-Programm: AutoCAD Version 9 oder 8. Ich weiss gar nicht mehr... Uralte Version!"
"Dietmar","00:33:16:37","00:33:22:25","Und diese Zeichnungen habe ich dann dem Kollegen Ernst mitgegeben. Und die haben daraus dann ein Drahterodierprogramm gemacht."
"Dietmar","00:33:22:25","00:33:24:42","Und dann kamen die Bleche ein paar Tage später zurück."
"Dietmar","00:33:24:42","00:33:25:46","So war der Arbeitsablauf!"
"Michael","00:33:25:46","00:33:27:21","Okay, also Logikschaltung..."
"Dietmar","00:33:27:21","00:33:29:04","Logikschaltung Zuse..."
"Dietmar","00:33:29:04","00:33:31:26","Uschi Instanz korrigieren..."
"Dietmar","00:33:31:26","00:33:35:20","Umsetzen, da war ich ja auch schon dabei, Zeichnungen daraus zu machen..."
"Dietmar","00:33:35:20","00:33:39:36","Zeichnungen erstellt am CAD, das haben wir abends meistens dann gemacht... Oder am Wochenende."
"Dietmar","00:33:39:36","00:33:43:32","Und dann diese Zeichnung geplottet. Wir hatten einen schönen Plotter von der GMD dabei..."
"Dietmar","00:33:43:32","00:33:48:19","Und haben die dann dem Kollegen mitgegeben und der hat dann... daraus die Drahterodierprogramme gemacht."
"Dietmar","00:33:48:19","00:33:50:38","Das war nachher so, wir mussten gar nicht schreiben, was für Maße das sind..."
"Dietmar","00:33:50:38","00:33:53:44","Hier dieses L... Dieser L-Ausschnitt... Der war normiert!"
"Dietmar","00:33:53:44","00:34:02:18","Die kannten dann auch die Bleche: Da gab es eine feste Breite, es gab diese Form, die war immer die Gleiche. Das heißt, es war relativ einfach für uns und auch für die."
"Dietmar","00:34:02:42","00:34:07:02","Die hatten ja diese einzelnen Programme schon... Und der hat die nur dupliziert: Wieviele Löcher braucht ihr? Acht Stück!"
"Dietmar","00:34:07:02","00:34:08:39","Hat er die achtfach dupliziert!"
"Dietmar","00:34:09:19","00:34:10:05","Also es war dann... Na ja..."
"Dietmar","00:34:10:05","00:34:11:33","Da kam dann auch Routine auf bei uns allen!"
"Dietmar","00:34:12:00","00:34:15:43","Aber es war immer dasselbe: Zuse, Pläne, handgezeichnet..."
"Dietmar","00:34:15:43","00:34:20:39","Umgesetzt: CAD-Programm, NC-Programm... Und dann kam die Blech-Lieferung!"
"Dietmar","00:34:20:39","00:34:21:17","Es war nachher..."
"Dietmar","00:34:21:17","00:34:34:22","Also im besten Fall lief es in zwei oder drei Tagen: Kam Kollege Ernst nachmittags rein mit einer Kiste und brachte uns die Bleche... Die wir am Montag quasi gezeichnet haben, brachte am Mittwoch oder Donnerstag. Und dann haben wir die freitags eingebaut..."
"Dietmar","00:34:34:22","00:34:35:33","Und da waren wir wieder einen Schritt weiter!"
"Michael","00:34:35:33","00:34:39:24","Gab es dann auch Leerzeiten, wenn man darauf warten musste, bis endlich mal neue Bleche kommen?"
"Dietmar","00:34:40:01","00:34:41:49","Ahh wenig, also die waren super, superschnell."
"Dietmar","00:34:41:49","00:34:45:31","Ich sage ja, Siemens war extrem großzügig!"
"Dietmar","00:34:45:31","00:34:46:31","Also das..."
"Dietmar","00:34:46:31","00:34:47:29","Kann ich mich nicht daran erinnern..."
"Dietmar","00:34:47:29","00:34:49:19","Die waren immer parat für uns und..."
"Dietmar","00:34:49:19","00:34:51:11","Auch wenn man Sondermaterialien gebraucht hatte..."
"Dietmar","00:34:51:32","00:34:56:06","Eloxiertes Aluminium oder irgendwelche Federn... Gerade oben im Kartenleser..."
"Dietmar","00:34:56:06","00:35:00:16","Die haben alles hergetan, das war unglaublich! Also da konnte man bestellen, was man wollte."
"Dietmar","00:35:00:16","00:35:01:22","Nein, das..."
"Dietmar","00:35:01:22","00:35:03:27","Richtige Leerzeiten hatten wir da nicht!"
"Dietmar","00:35:03:27","00:35:09:27","Die Leerzeiten waren eher die, dass wir wieder einen Fehler entdeckt haben und wieder abbauen mussten. Das waren verlorene Zeiten!"
"Dietmar","00:35:09:27","00:35:16:28","Also eine Ebene runter bauen, Fehler ankucken, beheben... Blech machen lassen und wieder aufbauen, das war mal eine Woche dazwischen!"
"Michael","00:35:16:28","00:35:19:26","Wollte ich eigentlich erst später bringen das Thema, aber..."
"Michael","00:35:19:26","00:35:24:00","Heutzutage kann man ja wesentlich mehr am Computer machen, als früher..."
"Michael","00:35:24:00","00:35:24:25","Das heißt..."
"Michael","00:35:24:31","00:35:27:34","Du bist ja da CAD-Experte, du weißt das am allerbesten, nehme ich mal an."
"Michael","00:35:28:05","00:35:30:48","Also, wie würde man es denn heute machen?"
"Dietmar","00:35:31:30","00:35:33:04","Ja, heute würde man die Bleche..."
"Dietmar","00:35:33:04","00:35:35:47","Jedes Blech einzeln wäre so ein einzelnes Teil, so ein Part..."
"Dietmar","00:35:35:47","00:35:38:18","Ich gehe jetzt mal von dem Programm CATIA aus."
"Dietmar","00:35:38:18","00:35:49:35","Und dann würde man über eine Product Struktur so ein Assembly machen. Und dann könnte man eine richtige Kinematik auch ablaufen lassen. Das heißt, wir könnten rein theoretisch... Das, was ich ich hier Blech mache, könnte man simulieren!"
"Dietmar","00:35:49:35","00:35:57:11","Wenn man das hinkriegen würde, könnte man quasi: Seine Theorie umsetzen in CAD, checken, ob es läuft mit einer Kinematik..."
"Dietmar","00:35:57:11","00:35:59:15","Die wäre allerdings sehr aufwendig, weil..."
"Dietmar","00:35:59:15","00:36:06:00","Wie gesagt, beim Drehen waren ja hunderte von Blechen im Einsatz. Also das wäre schon ein richtig guter Computer, der das mit so einem CAD-Programm auch hinkriegt."
"Dietmar","00:36:06:00","00:36:09:03","Wenn man es aber schaffen würde, hätte man die Gewissheit:"
"Dietmar","00:36:09:03","00:36:10:15","So funktioniert’s!"
"Dietmar","00:36:10:16","00:36:18:00","Und der Computer kennt ja kein Spiel! Wenn er sagt, acht Millimeter Kinematik, dann haut er dir 8,000 rein, aufs Tausendstel genau!"
"Dietmar","00:36:18:00","00:36:19:05","Das wäre schon cool!"
"Dietmar","00:36:19:05","00:36:25:01","Also habe ich auch hinterher überlegt, mal Jahre später, wo ich im Beruf war, und habe das CAD-Programm kennengelernt, mit seiner Kinematik:"
"Dietmar","00:36:25:01","00:36:31:33","Wo wir als Übung einen ganzen Wankelmotor zum Laufen gebracht haben, mit seiner elliptischen Form, mit Zahnrädern. Das hat wunderbar funktioniert!"
"Dietmar","00:36:31:33","00:36:39:16","Oder eine normale Uhr, eine Analoguhr mit Sekundenzeiger, Minute... Haben wir ein Programm als Übung machen müssen, in den CAD Kursen."
"Dietmar","00:36:39:16","00:36:45:37","Da habe ich mir schon gedacht: Boa, das hättest du zur Zuse Zeit haben müssen! Das wäre auch nochmal eine Wahnsinns Arbeit gewesen, das Ding komplett theoretisch aufzubauen."
"Dietmar","00:36:45:42","00:36:47:29","Und dann wäre sie auch dokumentiert!"
"Michael","00:36:47:29","00:36:50:38","Wo wir gerade bei Dokumentation auch sind wieder..."
"Michael","00:36:50:38","00:36:52:26","Der Film vielleicht noch kurz:"
"Michael","00:36:53:10","00:36:56:41","Mathias Knauer, hatten wir schon ein paar Mal erwähnt..."
"Michael","00:36:56:41","00:36:58:14","Ein Filmemacher aus der Schweiz."
"Michael","00:36:59:08","00:36:59:48","Komischerweise...?"
"Dietmar","00:37:00:37","00:37:06:33","Warum die Schweizer den Zuschlag bekommen haben... Wer die engagiert hat, weiß ich nicht. Wie der Kontakt zustande kam, weiß ich nicht."
"Dietmar","00:37:06:33","00:37:14:12","Der Film fängt an, wo Sie im Auto nach Hünfeld fahren... Und da hat er auch das Datum genannt: Ich meine, es wäre 1987 gewesen..."
"Dietmar","00:37:14:12","00:37:19:07","Müsste man den Mathias mal fragen... Den gibt es ja noch in Zürich! Wie er zu dem Projekt kam."
"Dietmar","00:37:19:07","00:37:20:44","Der hat von Anfang an uns begleitet."
"Dietmar","00:37:20:44","00:37:21:42","Also auch wieder das Thema:"
"Dietmar","00:37:21:42","00:37:25:01","Die waren vorher am Start, haben Zuse interviewt, wo die Arbeit begann..."
"Dietmar","00:37:25:22","00:37:27:24","Haben mitbekommen, dass wir als Diplomarbeit mit einsteigen..."
"Dietmar","00:37:27:24","00:37:30:27","Haben uns dann besucht, auch interviewt... Filme, Sequenzen..."
"Dietmar","00:37:30:27","00:37:31:11","Und die waren..."
"Dietmar","00:37:31:11","00:37:35:20","Es gab Zeiten, da waren in der Woche mehrmals da oder im Monat mehrmals..."
"Dietmar","00:37:35:20","00:37:37:11","Und bis zum Ende!"
"Dietmar","00:37:37:11","00:37:43:05","Selbst wo ich noch im Beruf war, haben die Tonaufnahmen bei mir zu Hause in Sindelfingen nochmal nachvertont."
"Dietmar","00:37:43:23","00:37:48:06","Also die waren sehr lange an dem Film dran. Ich glaube über drei Jahre hat es gedauert, bis der Film stand."
"Michael","00:37:49:13","00:37:50:42","Und ist ja auch..."
"Michael","00:37:50:42","00:37:52:05","Also das hat mir die..."
"Michael","00:37:52:05","00:37:56:20","Die aktuelle Kuratorin, die Eva Kudrass, mal gesagt..."
"Michael","00:37:56:20","00:38:05:42","Aus ihrer Sicht der einzige... Die einzige filmische Dokumentation, die es gibt, wo man die Z1 auch tatsächlich mal laufen sieht!"
"Dietmar","00:38:05:44","00:38:06:08","Ja, ja!"
"Dietmar","00:38:06:08","00:38:09:26","Da bin ich auch froh drum, weil die Kritiker, die das nicht glauben, können es dort sehen."
"Michael","00:38:09:26","00:38:09:42","Ja."
"Dietmar","00:38:09:42","00:38:14:03","Und... wir hätten natürlich die Rechnung noch viel mehr dokumentieren müssen..."
"Dietmar","00:38:14:03","00:38:17:46","Wir machen jetzt folgende Rechnung, die Zahlen einziehen müssen... Dann wäre es noch mehr Beweis gewesen."
"Dietmar","00:38:18:13","00:38:20:02","Das Filmteam hatte damals die Geduld nicht..."
"Dietmar","00:38:20:02","00:38:20:09","Weil"
"Dietmar","00:38:20:09","00:38:29:30","die Rechnung hat natürlich echt mehrere Minuten gedauert! Damals... Durch die vielen Besuche, die wir hatten... Auch Computer Zeitschriften waren ja da. Der Mathias hat ja viele Filmaufnahmen gemacht..."
"Dietmar","00:38:29:30","00:38:31:46","War für mich klar: Der reicht der Beweis!"
"Dietmar","00:38:31:46","00:38:37:41","Wir hatten ja auch Siemens als Vorstand da... Die haben uns Zahlen an den Kopf geworfen: Wir die reinprogrammiert, laufen lassen: Ergebnis, stimmt!"
"Dietmar","00:38:37:41","00:38:42:37","Das hat mir gereicht und das war für mich völlig klar, dass das... Alles..."
"Dietmar","00:38:42:37","00:38:48:14","Das war jedem klar, das war für mich auch klar... Aber du hast recht, es wurde nicht so im Film festgehalten..."
"Dietmar","00:38:48:14","00:38:56:29","Man hätte eine eigene Sequenz drehen müssen... Komplett die halbe Stunde, wo die Maschine läuft, wo wir drehen... Um die Maschine laufen... Alles komplett dokumentieren!"
"Michael","00:38:56:29","00:39:00:30","Hat man es vielleicht sogar laufen lassen, den Film also... Und hat es nur geschnitten?"
"Dietmar","00:39:00:42","00:39:02:39","Nein! Also wo wir da waren..."
"Dietmar","00:39:02:39","00:39:08:47","Im Museum, hat er die kompletten Aufnahmen gemacht, von der kompletten Rechnung. Mit der Schiene drumherum und der Beleuchtung..."
"Michael","00:39:08:47","00:39:10:10","Hat er dort komplett, weil dann..."
"Dietmar","00:39:10:10","00:39:10:43","Nein, nein langsam!"
"Dietmar","00:39:10:43","00:39:19:20","Da hat er uns schon gesagt, wir können das nicht alles zeigen... Und da haben wir gedreht, Kamera war aus! Kurz vom Ergebnis... Und dann hat er gesagt: Jetzt wieder einschalten! Und dann kam das Ergebnis..."
"Michael","00:39:19:35","00:39:20:42","Ah, die haben die Kameras ausgemacht.... Okay!"
"Dietmar","00:39:20:42","00:39:22:38","Genau, weil es war ihm zu lang!"
"Dietmar","00:39:22:38","00:39:31:32","Er hat natürlich recht: Er hat eine Vorgabe gehabt, wie lange so ein Film laufen darf. Und er kann ja nicht eine halbe Stunde Rechnung zeigen, wo Leute kurbeln. Das wäre ja für das Publikum langweilig gewesen!"
"Dietmar","00:39:31:32","00:39:35:21","Die wollten was über den Zuse erfahren, über den Nachbau... Verstehe ich einerseits."
"Michael","00:39:35:21","00:39:36:05","Ja, ja!"
"Dietmar","00:39:36:05","00:39:43:16","Und zwischendurch war er natürlich da bei uns im Atelier... Hat auch die Proberechnungen gesehen, hat gesehen, dass es funktioniert."
"Dietmar","00:39:43:16","00:39:50:45","Der hatte nicht immer die Kamera an, muss man auch dazu sagen. Er hatte auch mal seinen Block dabei, hat mit aufgeschrieben. Der hat halt das Material zusammengestupft, wie es brauchte für seinen Film."
"Dietmar","00:39:51:28","00:39:58:44","Aber es hat auch damals niemand angezweifelt, dass das nicht klappen würde. Weil die Proberechnungen liefen, war jedem klar: Okay, die Maschine vom Grundsatz her tut!"
"Michael","00:39:59:36","00:40:04:07","Und für mich nach wie vor fast ein Wunder, weil..."
"Michael","00:40:04:07","00:40:11:11","Je nachdem was man liest... Also auf der Seite von Horst Zuse steht zum Beispiel, dass es 30.000 Einzelteile sein sollen."
"Dietmar","00:40:11:11","00:40:19:16","Habe ich auch gelesen die Zahl. Ich habe es nie nachgerechnet, gezählt. Wozu auch, hat auch keiner verlangt. Wäre auch ein Wahnsinn gewesen!"
"Dietmar","00:40:19:16","00:40:20:15","Aber..."
"Dietmar","00:40:20:15","00:40:24:12","Kann stimmen, muss nicht stimmen. Auch die Tonne? Keine Ahnung!"
"Dietmar","00:40:24:12","00:40:27:39","Es waren zigtausend Bleche, das stimmt auf jeden Fall! Vielleicht hat er es hochgerechnet."
"Michael","00:40:27:41","00:40:28:19","Und Stifte..."
"Dietmar","00:40:28:35","00:40:30:01","Und Stifte."
"Dietmar","00:40:30:01","00:40:35:37","Vielleicht hat er es hochgerechnet, der Horst. Ich weiß nicht ob die Zahl kommt. Ich kann es nicht dementieren, aber auch nicht leugnen: Kann stimmen, muss aber nicht!"
"Dietmar","00:40:36:13","00:40:40:27","Ist auch aus meiner Sicht nicht so entscheidend: Ob das jetzt 30.000 waren, 32.000, 40.000..."
"Dietmar","00:40:40:27","00:40:40:35","(Dietmar zuckt mit den Schultern)"
"Dietmar","00:40:42:01","00:40:44:45","Ja, Zahlen faszinieren Menschen manchmal."
"Dietmar","00:40:44:45","00:40:46:05","Ja..."
"Dietmar","00:40:46:05","00:40:49:20","Hat wie gesagt niemand verlangt.."
"Dietmar","00:40:49:20","00:40:58:09","Wäre aber auch echt mühsam: Also wenn ich daran zurückdenke... Wenn du jedes Einzelteil nimmst, auch dieser Antriebsstifte... Diese kleinen Messingblöcke, Madenschraube drin. Gotteswillen, das sind ja..."
"Dietmar","00:40:58:09","00:41:05:20","Das sind Zahlen, das... Man kann es nur hoch... kalkulieren, aber nicht richtig durchzählen! Das wäre eine Strafarbeit, das Ding durchzuzählen."
"Michael","00:41:05:20","00:41:05:30","Hmhm."
"Michael","00:41:07:19","00:41:10:20","Gut, dann habe ich noch ein paar Fragen zum Betrieb:"
"Michael","00:41:10:20","00:41:12:19","Wir haben schon gesagt, da gab es zwei Kurbeln..."
"Dietmar","00:41:12:19","00:41:12:21","MmM."
"Michael","00:41:13:17","00:41:14:34","Und die muss man irgendwie synchron..."
"Dietmar","00:41:14:39","00:41:15:37","Unbedingt, ja!"
"Dietmar","00:41:15:37","00:41:17:10","Die waren auch verbunden..."
"Michael","00:41:17:20","00:41:18:23","Ach die waren sogar verbunden?"
"Dietmar","00:41:18:23","00:41:18:39","Die waren sogar verbunden!"
"Dietmar","00:41:18:49","00:41:23:26","Das waren deswegen zwei Kurbeln, weil wir haben ja beide Werke für sich aufgebaut und für sich getestet."
"Dietmar","00:41:23:26","00:41:28:01","Das heißt das eine Kurbel gehabt fürs Speicherwerk: Adressieren, Zahlen rein, funktioniert!"
"Dietmar","00:41:28:01","00:41:31:25","Rechenwerk: Operation, da muss der Stift rauskommen, okay!"
"Dietmar","00:41:31:25","00:41:40:25","Irgendwann mal zusammengeschoben... Dann werden auch die Antriebe gekoppelt. Das waren in der Mitte so kleine Flansche zusammengeschraubt. Und dann hast du, wenn du eine Kurbel gedreht hast, ging die andere schon mit."
"Dietmar","00:41:40:25","00:41:46:23","Damit die Last aber nicht über die Stange geht, haben wir natürlich gesagt, wir kurbeln an beiden synchron. Das war der Grund!"
"Dietmar","00:41:46:23","00:41:56:32","Das ist wie bei einem Tandem heute, wenn du ein Tandem fährst. Weiß nicht, ob du mal ein Tandem gefahren bist? Sind die Ketten auch fest verbunden. Theoretisch kannst du ja im Tandem alleine fahren, die Kurbel hinten dreht mit. Aber es ist natürlich angenehmer, wenn beide synchron treten."
"Dietmar","00:41:56:32","00:41:58:10","Genauso war es bei dieser Maschine auch!"
"Michael","00:41:58:17","00:42:04:04","Du sagst ja, die haben sich dann... Wenn man nicht aufgepasst hat, tatsächlich so verbogen. Da wirken ja dann schon Kräfte."
"Dietmar","00:42:04:04","00:42:04:32","Ja!"
"Michael","00:42:04:32","00:42:08:23","Also da muss eine ziemliche Hebelkraft irgendwo... Oder... oder wie ist das gemacht worden?"
"Dietmar","00:42:08:27","00:42:13:16","Du hast eine Kurbel gehabt von, ich kann nur schätzen, waren es 20 Zentimeter Kurbellänge."
"Dietmar","00:42:13:16","00:42:13:44","Die wurde ja..."
"Dietmar","00:42:13:44","00:42:30:37","Aus einer Drehbewegung wurden unten über einen Exzenter Schubbewegungen gemacht. Und diese Schubbewegungen war ein definierter Weg. Ich kenne die Millimeter Zahl nicht mehr auswendig, wieviele Millimeter das waren. Und die wurden über Winkel in die Maschine reingeleitet. Und dann über Stifte addiert, bis hinten zum letzten Blech."
"Dietmar","00:42:30:37","00:42:36:39","Und da waren schon viele Reibungen, die du überwinden musstest... Und deswegen war die Kraft auch entsprechend groß."
"Dietmar","00:42:37:01","00:42:48:01","Und trotzdem hast du es gemerkt, wenn was gehakt hat... Und wenn du dann gut warst und hast direkt so losgelassen... Wir hatten beide irgendwann ein Gefühl dafür Uschi und ich... Dann haben wir es geschafft, anzuhalten, bevor was kaputt gegangen ist."
"Dietmar","00:42:48:01","00:42:57:25","Und wenn da jetzt Leute hingekommen wären... Und an der Kurbel gedreht hätten, ohne das Gefühl... Die hat natürlich alles zermatscht. Oder noch schlimmer, den Motor anschließen... Das wäre das Aus gewesen!"
"Dietmar","00:42:57:33","00:43:01:01","Also ich weiß nicht, ob das im Museum passiert ist... Ich will jetzt nichts unterstellen, ich war nicht dabei..."
"Dietmar","00:43:01:01","00:43:03:14","Aber man musste vorsichtig drehen, das war wichtig!"
"Michael","00:43:03:14","00:43:04:40","MhHm."
"Michael","00:43:04:40","00:43:05:20","Und..."
"Michael","00:43:05:20","00:43:09:06","Du hast schon gesagt, da gab es auch Reibung bei den Blechen..."
"Michael","00:43:09:06","00:43:11:36","Habt ihr da irgendwie Öl verwendet, oder...?"
"Dietmar","00:43:11:36","00:43:19:25","Wir haben kein Öl verwendet, aus Angst des Verklebens. Ist ja auch Adhäsionskraft bei einem Öl: Wenn zwei Flüssigkeiten auf einer blanken Fläche... Kennst es..."
"Dietmar","00:43:19:25","00:43:21:00","Kannst du ja anheben!"
"Dietmar","00:43:21:00","00:43:23:13","Und da hast du auch diese Adhäsionskraft."
"Dietmar","00:43:23:15","00:43:31:32","Also haben wir ein Pulver verwendet, eine Zeit lang. Ich meine, es wär ein Teflonspray gewesen, irgend so ein Gleitmittel. Das hat auch ein bissl was gebracht! Das war nochmal ein Stück weit leichter!"
"Michael","00:43:32:29","00:43:34:29","Ja, genau. Und dann..."
"Michael","00:43:34:29","00:43:39:49","Na gut, das mit dem Technikmuseum, das hast du dann nicht mehr so begleitet. Du wars... hast erzählt, du warst einmal da, hast was repariert?"
"Dietmar","00:43:39:49","00:43:40:22","Genau!"
"Dietmar","00:43:40:22","00:43:44:15","Ich habe schon zum 1. März 1989 beim Daimler angefangen..."
"Dietmar","00:43:44:15","00:43:46:31","War auch schnell im Job drin..."
"Dietmar","00:43:46:31","00:43:48:19","War in der CAD-Schiene verwickelt..."
"Dietmar","00:43:48:19","00:43:50:05","Habe auch Kurse gegeben, relativ schnell."
"Dietmar","00:43:50:33","00:44:00:15","Und dann kam ein Anruf vom Museum, abends mal vom Direktor wieder: Herr Saupe, Sie müssen uns helfen, die Maschine ist stehen geblieben! Wir haben versucht zu reparieren, kommen nicht klar! Vielleicht könnten Sie nochmal einspringen."
"Dietmar","00:44:00:15","00:44:08:23","Und dann bin ich auch noch einmal hingeflogen: Am Wochenende, Freitag nachmittags nach Berlin! Die haben den Flug bezahlt und mich auch im Museum untergebracht."
"Dietmar","00:44:08:23","00:44:16:34","Ich habe die Maschine einmal repariert! Sie hat wieder funktioniert, es war wieder so ein klassischer Hänger. Und bin wieder gefahren..."
"Dietmar","00:44:16:34","00:44:20:34","Und dann, paar Wochen später, rief er wieder an: Und da habe ich ihm gesagt, “Nee, jetzt geht es wirklich nicht mehr!”"
"Dietmar","00:44:20:34","00:44:23:14","Ich war voll im Job drin und nach fünf Tagen..."
"Dietmar","00:44:23:15","00:44:25:41","Und ich habe auch gemerkt: Von der Maschine habe ich mich auch gedanklich immer mehr verabschiedet."
"Dietmar","00:44:25:41","00:44:31:31","Ich hatte schon beim letzten Mal, wo ich da war, gemerkt: “Oje, wo war das nochmal, wie war das nochmal?”"
"Dietmar","00:44:31:31","00:44:43:05","Du hast beim neuen Job einen Kopf was ganz anderes... Und dazwischen war ja schon über ein Jahr... Oder ein halbes Jahr dazwischen, wo ich ich mit der Maschine gearbeitet hatte. Da war mir klar, das willst du nicht mehr, Und das kannst du auch irgendwann nicht mehr."
"Dietmar","00:44:43:11","00:44:45:07","Und er hat’s dann auch eingesehen."
"Dietmar","00:44:45:07","00:44:59:22","Die haben auch ganz am Anfang versucht, mich abzuwerben. Die wollten, dass ich ins Museum einsteige. Klar, es wäre für die ideal gewesen! Das verstehe ich auch aus seiner Sicht. Aber mit 27 Jahren wollte ich nicht im Museum arbeiten, also... Das hab ich ihm auch so gesagt: Sag, Ne, also bei aller Liebe, das will ich nicht!"
"Dietmar","00:44:59:22","00:45:00:36","Hat er auch akzeptiert."
"Dietmar","00:45:01:08","00:45:08:39","Also ich war einmal da, das stimmt! Ich habe sie zum Laufen gebracht... Und beim nächsten Mal war ich schon nicht mehr da. Und ob sie ab da schon stand oder später, ich weiß es nicht!"
"Dietmar","00:45:08:39","00:45:12:22","Es ist jetzt sauschwer, die Maschine wieder zum Laufen zu bringen, also..."
"Dietmar","00:45:12:22","00:45:16:20","Ich glaube, selbst wenn ich es noch einmal gedanklich da reinkommen würde..."
"Dietmar","00:45:16:20","00:45:20:47","So viele Maßnahmen jetzt schon im Nachhinein gemacht wurden, macht die Sache eine Reparatur extrem schwer!"
"Dietmar","00:45:20:48","00:45:35:23","Das Speicherwerk würde man noch eher hinkriegen. Weil das war irgendwie systematischer, das war logischer. Da gab es auch nicht so viel Additionen von Schüben. Das war immer so: Eine große Schubstange ging durch alle Speicherwerke, und ein paar Stifte wurden gezogen, wieder hoch und zurück."
"Dietmar","00:45:35:23","00:45:43:13","Im Rechenwerk war das viel komplizierter: Da gingen auch die Bewegungen über die Ebene nach unten, wieder hoch ins nächste Werk. Da waren unheimlich viele Blöcke beteiligt!"
"Dietmar","00:45:43:13","00:45:48:41","Aber die Maschine komplett instand zu setzen... Dass sie heute diese Proberechnungen, diesen Beweis antreten könnte..."
"Dietmar","00:45:48:41","00:45:49:47","Puh..."
"Dietmar","00:45:50:03","00:46:06:26","Hut ab, wenn da einer rangehen will, der braucht viel Geduld und Zeit! Und du musst ein störrisches... Einen störrischen Willen haben und dich nicht abbringen lassen. Und wieder runter auf die letzte Ebene, bei elf Stück abbauen. Das ist einfach eine furchtbare Arbeit! Das willst du keinem Menschen antun, aber..."
"Dietmar","00:46:06:26","00:46:10:34","Die Maschine war so aufgebaut, wir hatten keine andere Wahl! Das musste so laufen!"
